관측일,지점번호,일평균풍속,일풍정,최대풍향,최대풍속,최대풍속시각,최대순간풍향,최대순간풍속,최대순간풍속시각,일평균기온,최고기온,최고기온시각,최저기온,최저기온시각,일평균이슬점온도,일평균지면온도,일최저초상온도,일평균상대습도,최저습도,최저습도시각,일평균수증기압,소형증발량,대형증발량,안개계속시간,일평균현지기압,일평균해면기압,최고해면기압,최고해면기압시각,최저해면기압,최저해면기압시각,일평균전운량,일조합,가조시간,캄벨일조,일사합,최대1시간일사,최대1시간일사시각,일강수량,9-9강수량,강수계속시간,1시간최다강수량,1시간최다강수량시각,10분최다강수량,10분최다강수량시각,최대강우강도,최대강우강도시각,최심신적설,최심신적설시각,최심적설,최심적설시각,0.5m지중온도,1.0m지중온도,1.5m지중온도,3.0m지중온도,5.0m지중온도
20200925,170,1.2,1078,14,3.6,1458,14,4.9,1456,21.7,26.9,1451,17.3,600,16.9,24.6,14.5,75.9,52.0,1135,19.3,-9.0,-9.0,-9.00,1007.0,1011.1,1012.8,2210,1009.4,1449,5.5,7.8,12.1,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,172,2.5,2152,5,5.9,1321,5,7.8,1505,19.9,25.6,1437,14.7,450,16.2,22.5,14.5,81.1,57.0,1203,18.5,3.9,2.7,-9.00,1005.9,1011.9,1013.5,2138,1010.0,1502,3.5,9.1,12.0,-9.0,14.46,2.23,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,174,1.1,913,25,4.4,1035,25,8.6,1124,19.0,26.7,1424,12.7,646,15.5,19.6,10.6,82.8,51.0,1552,17.7,-9.0,-9.0,-9.00,991.4,1010.4,1012.4,2158,1008.3,1432,4.4,6.5,12.0,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,177,2.0,1702,5,4.7,1518,5,6.9,1512,20.0,25.3,1446,13.3,615,14.1,23.4,10.5,69.5,54.0,1443,16.1,4.7,3.3,-9.00,1009.9,1013.1,1015.1,2248,1011.0,1557,3.6,9.2,12.0,-9.0,18.15,2.74,1100,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,184,1.7,1481,36,3.8,1211,34,5.8,1211,22.5,25.3,1052,20.1,634,17.0,24.9,16.5,71.9,59.0,1240,19.4,5.2,3.7,-9.00,1009.1,1011.5,1013.3,2200,1010.3,1444,6.1,10.2,12.1,-9.0,20.85,2.99,1200,0.6,-9.0,0.52,0.6,234,0.5,249,-9.0,-9,-9.0,-9,-9.0,-9,24.0,24.4,24.4,23.2,20.9,
20200925,185,5.2,4458,5,9.0,1233,7,10.5,1228,21.9,24.1,1137,20.5,604,19.1,23.7,18.8,84.8,73.0,1012,22.1,4.8,3.3,-9.00,1002.9,1011.1,1013.0,2128,1009.6,1424,5.5,10.4,12.0,-9.0,19.27,2.77,1100,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,188,2.0,1702,2,3.7,1300,34,7.5,1339,21.7,25.4,1341,18.7,627,15.6,23.3,16.9,69.8,48.0,1303,17.8,-9.0,-9.0,-9.00,1008.8,1011.2,1013.2,2143,1009.8,1354,5.5,10.5,12.0,-9.0,-9.00,-9.00,-9,0.5,-9.0,-9.00,0.4,217,0.3,301,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,189,1.4,1203,23,3.5,1506,23,5.6,1459,21.9,25.5,1312,18.6,604,17.9,27.3,16.8,79.0,63.0,1258,20.5,-9.0,-9.0,-9.00,1004.8,1010.8,1013.0,2138,1009.0,1450,5.3,10.1,12.0,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,192,0.9,802,2,3.3,1119,5,7.1,1213,19.9,25.7,1503,13.2,516,14.8,21.2,12.3,74.6,55.0,1504,16.9,3.7,2.6,-9.00,1007.9,1011.4,1013.4,2239,1009.8,1500,5.0,7.1,12.0,-9.0,14.86,2.55,1100,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,201,2.8,2411,9,4.6,1511,9,9.2,1511,19.8,25.3,1437,15.9,530,13.0,22.2,14.1,66.0,50.0,1459,15.0,-9.0,-9.0,-9.00,1009.1,1014.7,1016.6,2315,1012.9,1533,5.5,6.9,12.0,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,202,1.8,1522,5,4.7,1150,5,10.2,1114,19.1,24.7,1318,14.2,546,12.8,23.8,11.0,69.3,48.0,1705,14.9,-9.0,-9.0,-9.00,1008.8,1014.3,1016.6,2227,1013.1,1407,4.8,4.6,12.0,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,203,1.3,1094,5,3.4,1640,5,9.3,1539,18.7,26.0,1324,13.5,547,13.4,20.2,10.9,73.6,50.0,1327,15.4,-9.0,-9.0,-9.00,1004.6,1013.9,1016.3,2236,1012.1,1354,5.4,5.0,12.0,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,211,2.9,2508,36,6.4,1250,36,12.4,1335,18.0,21.0,1539,14.9,258,13.0,21.5,13.9,73.8,57.0,1530,15.1,-9.0,-9.0,-9.00,991.7,1015.1,1016.8,2400,1013.7,552,7.9,3.8,12.0,-9.0,-9.00,-9.00,-9,0.0,-9.0,-9.00,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,212,1.2,1079,7,4.1,1449,2,7.5,1033,16.8,23.5,1421,12.2,538,12.3,19.4,9.3,76.8,51.0,1608,14.3,-9.0,-9.0,-9.00,998.1,1014.6,1016.9,2347,1013.0,1420,6.3,3.6,12.0,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,216,3.2,2728,36,5.9,1140,2,12.5,1134,13.9,15.5,1337,12.6,2209,12.6,14.8,11.2,92.1,81.0,1339,14.6,-9.0,-9.0,-9.00,932.3,1013.7,1016.0,2342,1011.6,353,8.3,0.5,12.0,-9.0,-9.00,-9.00,-9,38.6,-9.0,-9.00,17.6,416,4.7,451,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,217,2.3,1968,16,4.9,1157,14,7.8,1502,17.0,20.1,1426,13.7,1,13.2,17.8,13.5,79.6,64.0,1430,15.2,-9.0,-9.0,-9.00,978.3,1013.9,1016.0,2317,1012.6,1510,9.0,2.3,12.0,-9.0,-9.00,-9.00,-9,0.5,-9.0,-9.00,0.5,404,0.5,454,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,221,1.0,899,2,3.7,1743,7,7.9,1651,16.0,23.0,1204,10.9,203,11.8,18.6,10.4,79.4,52.0,1528,13.9,-9.0,-9.0,-9.00,983.0,1013.8,1016.6,2254,1011.8,1455,5.4,4.4,12.0,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,226,0.7,597,16,3.2,1303,16,5.7,1257,17.0,23.7,1253,11.5,544,13.9,19.3,8.6,83.8,58.0,1338,15.9,-9.0,-9.0,-9.00,992.8,1012.8,1015.1,2142,1010.6,1432,5.1,4.3,12.0,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,232,1.6,1374,5,4.8,1937,14,10.6,1132,19.0,25.3,1516,12.6,422,13.9,20.6,12.0,75.0,52.0,1508,15.9,-9.0,-9.0,-9.00,1003.8,1013.3,1015.4,2232,1011.3,1602,5.5,5.6,12.0,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,235,2.3,1982,5,3.8,1520,5,6.6,1302,20.6,25.9,1413,14.5,535,13.5,22.8,14.4,64.4,49.0,1522,15.5,-9.0,-9.0,-9.00,1010.4,1011.6,1013.4,2204,1009.7,1545,3.6,9.4,12.0,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,236,1.3,1140,9,3.9,1227,9,6.8,1226,20.2,26.5,1500,14.0,527,14.2,22.9,11.3,70.1,51.0,1501,16.3,-9.0,-9.0,-9.00,1011.7,1013.2,1015.2,2244,1011.3,1559,4.5,7.2,12.0,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,238,0.9,749,9,2.8,1313,9,5.3,1309,18.6,25.5,1528,12.6,530,14.7,20.7,12.5,80.1,53.0,1529,16.8,-9.0,-9.0,-9.00,992.8,1012.8,1015.0,2308,1010.6,1542,5.4,4.6,12.1,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,239,1.6,1378,36,3.8,1302,7,6.0,1714,20.0,26.0,1514,14.3,640,12.6,22.0,12.3,63.9,46.0,1501,14.6,-9.0,-9.0,-9.00,1002.0,1012.9,1015.2,2322,1010.8,1541,5.0,7.9,12.0,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,243,1.3,1126,5,3.5,1458,5,6.4,1449,20.1,26.7,1443,14.0,632,15.4,22.7,10.9,75.9,54.0,1440,17.6,-9.0,-9.0,-9.00,1010.7,1012.1,1013.7,2157,1010.4,1508,4.0,6.4,12.1,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,244,0.8,693,36,4.1,1324,36,6.4,1322,17.7,24.4,1427,11.2,618,14.0,19.4,10.0,81.8,56.0,1429,16.1,-9.0,-9.0,-9.00,983.5,1012.1,1014.3,2211,1009.9,1425,4.8,5.2,12.0,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,245,1.4,1167,36,4.0,1503,2,5.6,1500,19.4,25.6,1626,13.4,636,14.9,22.2,10.2,77.3,50.0,1637,17.0,-9.0,-9.0,-9.00,1003.6,1011.7,1013.4,2151,1009.7,1546,4.3,8.7,12.0,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,247,2.2,1921,9,5.8,1301,5,9.6,1319,19.7,25.7,1240,13.1,638,14.5,21.9,12.0,74.1,51.0,1505,16.6,-9.0,-9.0,-9.00,996.5,1011.8,1013.7,2213,1010.0,1459,4.9,6.7,12.0,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,248,1.0,904,5,5.3,1145,5,9.1,1148,15.7,24.1,1423,10.4,228,13.2,18.3,8.8,87.5,53.0,1424,15.2,-9.0,-9.0,-9.00,965.4,1012.4,1014.8,2221,1009.4,1420,5.9,3.2,12.0,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,251,1.7,1458,34,4.4,1232,29,9.8,1244,19.9,25.9,1431,14.6,643,15.2,22.2,13.0,76.3,52.0,1503,17.3,5.0,3.5,-9.00,1004.6,1010.9,1012.4,2126,1009.0,1512,3.9,9.6,12.0,-9.0,19.81,2.95,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,252,1.4,1236,2,4.6,1531,2,7.7,1529,20.0,25.2,1512,15.0,641,16.2,27.5,15.6,80.5,57.0,1151,18.5,5.0,3.5,-9.00,1007.4,1011.7,1013.0,2125,1010.0,1504,4.3,10.0,12.1,-9.0,21.11,3.02,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,253,1.4,1242,32,3.5,904,29,7.0,553,20.6,26.5,1434,17.1,553,14.4,22.3,14.6,68.3,51.0,1557,16.4,3.0,2.1,-9.00,1005.3,1012.2,1014.6,2327,1010.7,1435,4.9,5.1,12.0,-9.0,11.81,1.76,1400,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,254,1.2,1055,2,3.1,1516,9,6.8,1540,19.6,27.1,1253,13.1,651,15.1,21.3,12.9,77.9,47.0,1540,17.2,4.6,3.2,-9.00,996.4,1011.0,1012.9,2159,1008.9,1441,4.3,8.9,12.0,-9.0,18.95,2.96,1100,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,255,2.2,1938,32,4.5,1439,34,9.2,1553,21.7,26.3,1517,17.2,621,15.6,23.2,13.8,69.1,51.0,1607,17.8,3.9,2.7,-9.00,1005.1,1010.7,1013.0,2318,1008.9,1507,4.8,5.3,12.0,-9.0,12.96,1.96,900,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,257,3.1,2674,5,6.0,935,5,13.6,1318,20.9,25.4,1512,17.2,535,15.5,22.2,14.2,72.0,56.0,1450,17.7,4.6,3.2,-9.00,1010.2,1011.9,1014.3,2124,1010.6,439,4.5,4.7,12.0,-9.0,13.89,2.21,1400,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,258,2.4,2064,32,5.6,332,29,7.7,340,21.2,27.0,1206,16.2,445,17.2,22.9,14.9,79.9,54.0,1158,19.6,4.6,3.2,-9.00,1010.3,1010.6,1012.6,2348,1009.1,1500,4.9,8.5,12.1,-9.0,18.45,2.95,1100,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,259,0.9,806,34,3.5,1052,34,6.9,1057,21.4,27.4,1434,15.7,632,16.9,22.6,14.9,77.9,49.0,1313,19.2,4.3,3.0,-9.00,1010.1,1011.6,1013.4,2216,1009.8,1437,5.4,7.2,12.0,-9.0,17.34,3.01,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,260,0.9,750,5,3.7,1043,5,5.9,1039,20.5,25.9,1506,14.0,612,16.7,23.3,11.7,80.6,52.0,1222,19.0,-9.0,-9.0,-9.00,1005.7,1010.9,1012.7,2138,1009.2,1441,5.4,6.8,12.0,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,261,1.2,1010,36,3.9,1123,34,6.1,1119,20.2,26.3,1335,13.7,611,16.6,25.2,12.1,81.9,53.0,1337,18.9,-9.0,-9.0,-9.00,1009.6,1011.5,1013.2,2143,1009.6,1425,5.8,7.5,12.0,-9.0,-9.00,-9.00,-9,0.0,-9.0,-9.00,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,262,0.6,488,5,2.3,1301,7,6.5,1256,19.6,26.3,1232,13.7,621,15.8,21.7,12.9,80.9,51.0,1211,17.9,-9.0,-9.0,-9.00,1004.8,1010.8,1012.7,2202,1009.3,1505,4.1,7.6,12.0,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,263,1.1,993,36,4.1,1208,36,5.2,1321,18.8,26.0,1426,13.1,555,14.9,20.5,12.4,79.9,52.0,1613,17.0,3.3,2.3,-9.00,1009.7,1011.4,1013.6,2330,1009.8,1501,6.3,4.6,12.0,-9.0,13.38,1.90,1100,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,264,0.4,347,2,3.0,1247,2,6.6,1244,17.8,25.3,1402,11.6,515,13.9,19.5,10.3,80.4,50.0,1411,16.0,3.0,2.1,-9.00,994.4,1012.0,1014.3,2235,1009.7,1512,6.3,3.9,12.0,-9.0,12.72,2.57,1000,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,266,1.8,1582,7,4.7,1322,7,6.5,1229,21.1,26.6,1155,15.4,608,13.1,23.6,11.8,61.3,48.0,1238,15.1,5.1,3.5,-9.00,1001.0,1011.0,1012.9,2330,1009.6,1329,5.1,5.3,12.1,-9.0,15.06,2.58,1000,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,268,1.8,1586,32,5.7,1439,34,9.6,1225,20.8,24.7,1420,16.0,536,17.4,24.7,13.6,82.0,52.0,1314,19.9,-9.0,-9.0,-9.00,1010.1,1010.7,1012.2,2127,1009.3,1418,5.4,10.0,12.0,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,271,1.6,1355,2,4.4,858,5,9.7,910,16.5,20.7,1410,12.4,2136,12.5,18.0,9.7,78.9,57.0,1558,14.6,-9.0,-9.0,-9.00,975.2,1012.7,1015.5,2201,1011.2,611,8.0,1.1,12.0,-9.0,-9.00,-9.00,-9,0.0,-9.0,-9.00,0.0,-9,0.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,272,2.0,1739,2,4.4,1718,5,8.3,1717,17.1,24.3,1322,12.0,457,12.1,22.1,10.4,74.9,48.0,1453,14.1,-9.0,-9.0,-9.00,988.6,1013.1,1015.9,2233,1011.2,1445,6.4,4.2,12.0,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,273,1.3,1162,32,3.5,918,32,6.0,910,18.0,24.4,1516,12.9,520,13.7,21.4,9.8,77.5,51.0,1643,15.8,-9.0,-9.0,-9.00,992.1,1012.2,1015.0,2141,1010.4,1507,4.1,6.5,12.0,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,276,0.9,764,34,3.2,1452,5,4.8,1529,16.1,24.0,1325,10.4,2353,14.0,18.7,7.9,89.0,61.0,1516,16.1,2.4,1.7,-9.00,988.6,1013.0,1016.1,2208,1011.1,1425,4.3,3.6,12.0,-9.0,10.18,1.85,1400,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,277,5.5,4788,2,9.9,1341,5,15.4,1214,18.7,23.1,1257,16.1,2240,15.7,21.3,14.9,83.4,68.0,1409,18.0,-9.0,-9.0,-9.00,1007.6,1012.3,1014.9,2146,1010.8,245,4.8,5.9,12.0,-9.0,-9.00,-9.00,-9,6.7,-9.0,-9.00,5.0,540,1.9,615,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,278,1.3,1081,7,3.9,1151,2,8.8,1143,17.5,25.2,1319,12.1,2359,13.0,21.1,7.0,77.9,50.0,1618,15.0,-9.0,-9.0,-9.00,1002.3,1011.8,1014.4,2151,1009.8,1508,4.3,4.0,12.0,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,279,1.0,840,7,2.8,1452,7,5.4,1446,19.4,25.9,1547,14.7,44,13.6,23.4,11.2,70.6,47.0,1445,15.6,-9.0,-9.0,-9.00,1006.8,1012.6,1015.0,2153,1010.6,1445,6.0,4.4,12.0,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,281,1.1,984,7,4.4,1442,9,8.5,1439,18.2,24.7,1309,12.5,408,13.5,21.6,10.6,76.3,47.0,1440,15.5,-9.0,-9.0,-9.00,1001.3,1012.5,1015.2,2206,1010.7,1452,5.5,4.9,12.1,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,283,2.7,2357,2,7.6,1116,2,12.3,1308,18.5,25.0,1456,13.8,2355,15.2,19.8,11.4,82.8,58.0,1353,17.3,3.2,2.3,-9.00,1007.6,1012.3,1015.1,2149,1010.9,438,5.4,4.8,12.1,-9.0,10.14,2.11,1300,0.5,-9.0,-9.00,0.5,710,0.2,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,284,1.3,1085,2,4.2,1107,2,7.5,1051,18.0,25.3,1500,11.4,420,13.9,23.9,8.9,79.3,50.0,1501,15.9,-9.0,-9.0,-9.00,985.2,1011.4,1013.6,2250,1009.2,1451,6.5,5.0,12.0,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,285,1.3,1082,2,4.0,1059,2,8.0,1152,19.0,25.9,1422,13.2,607,14.8,21.7,10.8,78.8,51.0,1610,16.9,-9.0,-9.0,-9.00,1008.4,1012.1,1014.3,2248,1010.3,1517,5.9,5.1,12.0,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,288,1.4,1214,36,4.3,1025,34,8.4,957,20.3,25.5,1505,15.1,602,13.4,24.4,12.4,65.5,48.0,1443,15.4,-9.0,-9.0,-9.00,1009.9,1011.2,1013.6,2226,1009.6,1439,5.9,7.1,12.1,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,289,0.9,739,5,3.8,1153,36,6.5,1132,18.3,24.7,1537,12.8,534,14.8,20.8,11.1,82.3,53.0,1547,16.8,-9.0,-9.0,-9.00,996.2,1012.2,1014.2,2253,1010.1,1502,6.0,3.9,12.0,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,294,1.4,1243,32,3.1,940,32,6.1,336,20.9,25.4,1325,18.1,2345,15.2,21.8,15.8,70.8,57.0,1558,17.3,-9.0,-9.0,-9.00,1006.0,1011.3,1013.4,2234,1010.2,1410,6.4,5.5,12.0,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200925,295,1.2,1027,36,3.5,1227,36,7.0,1218,20.0,24.3,1645,15.6,508,15.9,21.0,14.8,78.3,60.0,1648,18.1,-9.0,-9.0,-9.00,1005.8,1011.1,1013.1,2221,1009.7,1356,6.4,4.9,12.0,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200926,90,3.1,2689,2,5.0,629,2,8.3,745,17.6,19.9,1216,15.9,1737,14.5,18.1,15.6,82.8,71.0,1058,16.5,-9.0,-9.0,-9.00,1016.6,1018.7,1020.5,2350,1016.5,336,6.8,2.8,12.0,-9.0,-9.00,-9.00,-9,6.4,-9.0,-9.00,3.9,1637,1.2,1715,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0,
20200926,93,1.1,976,9,3.6,1312,9,7.8,1310,16.5,21.9,1301,12.0,207,12.6,18.2,9.6,79.8,53.0,1303,14.6,2.7,1.9,-9.00,1006.4,1017.7,1020.1,2400,1015.5,345,5.8,3.8,12.0,-9.0,10.29,1.42,1100,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,20.6,21.8,22.5,22.6,20.2,
