일련번호,접수일자,관할기관,로드킬_위도,로드킬_경도,가까운_관측소_번호,가까운_관측소_이름,거리_km,관측소_운영여부,평균기온,강수량
1924,2021-03-26,서울 서대문구,37.56670462,126.9460358,108,서울,1.82,True,1.4,2.9
1925,2021-03-26,,37.12153234,126.7091547,119,수원,29.65,True,1.1,2.2
1926,2021-03-26,,37.12369881,126.7127376,119,수원,29.25,True,1.1,2.2
1927,2021-03-26,,37.12578194,126.7158484,119,수원,28.9,True,1.1,2.2
1928,2021-03-26,경기 안성시,37.05163225,127.1627793,119,수원,29.14,True,1.1,2.2
1929,2021-03-26,경기 안성시,37.03463396,127.1430039,119,수원,29.9,True,1.1,2.2
1930,2021-03-26,충남 아산시,36.91609051,127.0177138,232,천안,29.85,True,0.8,2.3
1931,2021-03-26,경기 수원시 권선구,37.24999391,126.9870963,119,수원,2.49,True,1.1,2.2
1932,2021-03-26,경기 안성시,36.96925541,127.277826,232,천안,23.04,True,0.8,2.3
1933,2021-03-26,경기 안성시,36.98075441,127.2989903,232,천안,24.29,True,0.8,2.3
1934,2021-03-26,경기 화성시,37.07751177,126.8142013,119,수원,26.44,True,1.1,2.2
1935,2021-03-26,부산 동래구,35.20508272,129.0853705,159,부산,12.17,True,2.6,5.2
1936,2021-03-26,경기 포천시,37.89397468,127.1913913,98,동두천,11.5,True,0.8,2.4
1937,2021-03-26,경북 경산시,35.84347329,128.7586332,143,대구,13.41,True,1.6,5.3
1938,2021-03-26,광주 광산구,35.19451492,126.7713383,156,광주,11.19,True,1.5,4.4
1939,2021-03-26,충남 당진시,36.85181493,126.702135,129,서산(농),20.31,True,0.9,2.2
1940,2021-03-26,제주특별자치도 서귀포시,33.25273693,126.3964196,189,서귀포,15.72,True,1.2,2.2
1941,2021-03-26,전남 담양군,35.3280585,126.9995911,254,순창군,12.65,True,1.7,5.4
1942,2021-03-26,경기 남양주시,37.61734169,127.185761,108,서울,20.04,True,1.4,2.9
1943,2021-03-27,경기 수원시 장안구,37.29587708,126.9791791,119,수원,2.68,True,2.1,4.7
1944,2021-03-27,전남 영암군,34.75142609,126.6251131,259,강진군,18.77,True,2.5,5.3
1945,2021-03-27,충남 공주시,36.44845441,127.1242163,239,세종,11.5,True,1.0,2.9
1946,2021-03-27,서울 은평구,37.60222775,126.9286754,108,서울,4.74,True,2.5,4.8
1947,2021-03-27,충남 아산시,36.8117135,126.9756652,232,천안,28.76,True,1.6,4.0
1948,2021-03-27,경북 경산시,35.82650264,128.7349692,143,대구,12.32,True,2.2,4.1
1949,2021-03-27,경기 수원시 권선구,37.24905046,127.0358138,119,수원,5.16,True,2.1,4.7
1950,2021-03-27,경기 하남시,37.47733034,127.1513239,108,서울,19.42,True,2.5,4.8
1951,2021-03-27,충남 아산시,36.79171766,127.0734618,232,천안,19.8,True,1.6,4.0
1952,2021-03-27,충남 아산시,36.8070185,126.911977,177,홍성,25.99,True,0.7,4.1
1953,2021-03-27,전북 익산시,36.02850235,126.9814913,140,군산,19.96,True,1.9,5.4
1954,2021-03-27,충남 아산시,36.79529686,126.8647041,177,홍성,21.98,True,0.7,4.1
1955,2021-03-27,경기 하남시,37.565376,127.1967059,108,서울,20.36,True,2.5,4.8
1956,2021-03-27,경북 경주시,35.72988609,129.3091125,283,경주시,13.78,True,2.6,6.2
1957,2021-03-27,경북 영주시,36.81785389,128.6046474,272,영주,9.85,True,1.2,2.7
1958,2021-03-27,세종특별자치시 세종시,36.67326232,127.217729,232,천안,11.95,True,1.6,4.0
1959,2021-03-27,충북 청주시 흥덕구,36.61052184,127.3268313,181,서청주,6.12,True,,
1960,2021-03-27,충북 괴산군,36.79350547,127.6408516,131,청주,24.75,True,1.0,2.9
1961,2021-03-27,충북 괴산군,36.79508861,127.6406293,131,청주,24.86,True,1.0,2.9
1962,2021-03-27,서울 광진구,37.55101435,127.070913,108,서울,9.54,True,2.5,4.8
1963,2021-03-27,경기 고양시 일산서구,37.66843851,126.7408307,108,서울,22.56,True,2.5,4.8
1964,2021-03-27,경북 포항시 북구,36.04909929,129.3649868,138,포항,2.33,True,2.6,5.8
1965,2021-03-27,경기 남양주시,37.57987454,127.2138427,108,서울,21.88,True,2.5,4.8
1966,2021-03-27,경남 사천시,35.05557946,127.9408427,192,진주,15.04,True,0.9,3.6
1967,2021-03-27,경기 안양시 만안구,37.41327815,126.9060718,119,수원,17.17,True,2.1,4.7
1968,2021-03-27,충남 공주시,36.63873438,126.97442,177,홍성,25.67,True,0.7,4.1
1969,2021-03-27,경기 성남시 분당구,37.33606915,127.1183589,119,수원,13.74,True,2.1,4.7
1970,2021-03-27,강원 양양군,38.07309109,128.6203021,90,속초,20.36,True,1.5,4.3
1971,2021-03-27,경기 화성시,37.13220291,127.001126,119,수원,15.64,True,2.1,4.7
1972,2021-03-27,경기 평택시,36.99311102,127.1323117,232,천안,29.35,True,1.6,4.0
1973,2021-03-27,경기 하남시,37.54729533,127.2223428,108,서울,22.77,True,2.5,4.8
1974,2021-03-27,충남 서산시,36.79498466,126.4833799,129,서산(농),2.62,True,2.1,5.0
1975,2021-03-27,경기 용인시 처인구,37.13923283,127.1678875,119,수원,21.92,True,2.1,4.7
1976,2021-03-27,서울 노원구,37.63614276,127.0654944,108,서울,11.36,True,2.5,4.8
1977,2021-03-28,경남 거제시,34.79345509,128.5764291,294,거제,10.84,True,2.7,4.3
1978,2021-03-28,경기 화성시,37.12498107,126.9736011,119,수원,16.41,True,3.1,7.2
1979,2021-03-28,경기 평택시,37.00399772,127.0841771,119,수원,31.09,True,3.1,7.2
1980,2021-03-28,경기 의왕시,37.38311692,127.0044242,119,수원,12.44,True,3.1,7.2
1981,2021-03-28,서울 관악구,37.48996411,126.9536761,108,서울,9.12,True,3.3,6.4
1982,2021-03-28,경기 부천시,37.48149026,126.8057186,112,인천,15.96,True,3.9,5.8
1983,2021-03-28,부산 강서구,35.11495112,128.9069729,159,부산,11.43,True,5.7,11.3
1984,2021-03-28,충남 서산시,36.77315338,126.4491616,129,서산(농),4.16,True,4.3,6.8
1985,2021-03-29,울산 울주군,35.5514048,129.1829627,152,울산,14.15,True,2.3,4.0
1986,2021-03-29,울산 동구,35.5181912,129.4291073,152,울산,11.13,True,2.3,4.0
1987,2021-03-29,광주 남구,35.11072153,126.9020781,156,광주,6.98,True,1.5,3.2
1988,2021-03-29,전남 함평군,35.01564301,126.5177002,165,목포,25.31,True,3.0,4.6
1989,2021-03-29,충남 태안군,36.82564374,126.2594286,129,서산(농),21.83,True,2.2,5.9
1990,2021-03-29,충남 홍성군,36.54535086,126.6377606,177,홍성,13.25,True,2.1,4.4
1991,2021-03-29,경기 군포시,37.36600641,126.9220161,119,수원,11.83,True,2.9,5.7
1992,2021-03-29,경기 성남시 수정구,37.43502906,127.1032742,108,서울,19.42,True,3.3,6.6
1993,2021-03-29,충북 청주시 흥덕구,36.63643717,127.4256822,131,청주,1.37,True,2.1,4.0
1994,2021-03-29,서울 영등포구,37.53554093,126.9005967,108,서울,7.0,True,3.3,6.6
1995,2021-03-29,경기 용인시 처인구,37.10748683,127.176082,119,수원,24.93,True,2.9,5.7
1996,2021-03-29,경기 용인시 처인구,37.34051406,127.1737979,119,수원,18.32,True,2.9,5.7
1997,2021-03-29,충남 천안시 동남구,36.75672583,127.2935805,232,천안,0.64,True,2.1,5.0
1998,2021-03-29,경기 남양주시,37.59876011,127.157792,108,서울,17.19,True,3.3,6.6
1999,2021-03-29,충남 당진시,36.9339729,126.773598,129,서산(농),30.46,True,2.2,5.9
2000,2021-03-29,경기 평택시,37.05737844,126.9893515,119,수원,23.9,True,2.9,5.7
2001,2021-03-29,경기 성남시 중원구,37.42280963,127.1752676,119,수원,23.71,True,2.9,5.7
2002,2021-03-29,경기 성남시 중원구,37.4227263,127.1746565,119,수원,23.66,True,2.9,5.7
2003,2021-03-29,경기 성남시 중원구,37.42272629,127.1744899,119,수원,23.65,True,2.9,5.7
2004,2021-03-29,경기 양주시,37.83795183,127.0866254,98,동두천,7.47,True,2.9,6.2
2005,2021-03-29,경기 광주시,37.4456696,127.2651471,202,양평,20.8,True,2.3,5.6
2006,2021-03-29,서울 강서구,37.56123141,126.8545171,108,서울,9.87,True,3.3,6.6
2007,2021-03-29,경기 화성시,37.22294309,127.0674504,119,수원,9.11,True,2.9,5.7
2008,2021-03-29,경기 용인시 처인구,37.27680042,127.2205451,119,수원,20.82,True,2.9,5.7
2009,2021-03-29,경기 용인시 수지구,37.34059604,127.0997773,119,수원,12.66,True,2.9,5.7
2010,2021-03-29,경기 화성시,37.17589007,126.8903022,119,수원,13.63,True,2.9,5.7
2011,2021-03-29,경기 남양주시,37.65275625,127.3066093,202,양평,24.65,True,2.3,5.6
2012,2021-03-30,경기 이천시,37.24669775,127.482715,203,이천,1.93,True,1.3,3.3
2013,2021-03-30,서울 강동구,37.55009875,127.1234912,108,서울,14.1,True,2.2,5.1
2014,2021-03-30,경북 김천시,36.12567734,128.0956324,135,추풍령,13.89,True,3.2,6.2
2015,2021-03-30,충북 청주시 서원구,36.56214065,127.4307949,131,청주,8.61,True,1.4,3.3
2016,2021-03-30,서울 구로구,37.489074,126.8798223,108,서울,11.89,True,2.2,5.1
2017,2021-03-30,경기 안성시,36.96550588,127.2785205,232,천안,22.62,True,1.4,4.1
2018,2021-03-30,경기 파주시,37.69779502,126.6843632,201,강화,20.97,True,1.9,5.4
2019,2021-03-30,경기 용인시 처인구,37.17451003,127.3712834,203,이천,14.11,True,1.3,3.3
2020,2021-03-30,경기 가평군,37.83531805,127.3470722,98,동두천,26.21,True,1.4,5.3
2021,2021-03-30,경기 화성시,37.1935536,126.8346405,119,수원,15.96,True,1.7,5.7
2022,2021-03-30,경기 의왕시,37.319846,126.9574306,119,수원,5.83,True,1.7,5.7
2023,2021-03-30,경남 양산시,35.41344832,129.153275,257,양산시,16.88,True,1.4,3.2
2024,2021-03-30,경기 김포시,37.68421184,126.599983,201,강화,13.77,True,1.9,5.4
2025,2021-03-30,경기 안성시,36.97461752,127.3687893,232,천안,24.55,True,1.4,4.1
2026,2021-03-30,경기 화성시,37.10259294,126.8640013,119,수원,21.72,True,1.7,5.7
2027,2021-03-30,전남 나주시,35.05000558,126.8471959,156,광주,14.25,True,1.6,4.1
2028,2021-03-30,경기 광주시,37.35134593,127.1661316,119,수원,18.25,True,1.7,5.7
2029,2021-03-30,경남 사천시,35.07033025,128.0829123,192,진주,11.1,True,0.7,2.1
2030,2021-03-30,충남 천안시 동남구,36.78691359,127.1242071,232,천안,15.25,True,1.4,4.1
2031,2021-03-30,서울 강동구,37.55412609,127.1265186,108,서울,14.3,True,2.2,5.1
2032,2021-03-31,서울 관악구,37.47288331,126.9787297,108,서울,11.01,True,1.8,3.6
2033,2021-03-31,전북 정읍시,35.56747189,126.8512379,245,정읍,1.2,True,1.1,3.1
2034,2021-03-31,경기 용인시 처인구,37.22208622,127.2962338,203,이천,17.28,True,0.6,1.9
2035,2021-03-31,충북 청주시 청원구,36.72806791,127.5852754,131,청주,16.24,True,0.9,2.4
2036,2021-03-31,경기 화성시,37.22263097,126.6979308,119,수원,26.03,True,1.1,3.5
2037,2021-03-31,인천 연수구,37.40474641,126.6257661,112,인천,8.11,True,1.9,4.5
2038,2021-03-31,부산 서구,35.11759166,129.0121575,159,부산,2.3,True,2.6,4.9
2039,2021-03-31,울산 울주군,35.41478381,129.2756246,152,울산,19.39,True,1.7,4.3
2040,2021-03-31,서울 강남구,37.47016397,127.1200216,108,서울,17.66,True,1.8,3.6
2041,2021-03-31,대구 달성군,35.64371361,128.4563617,285,합천,27.33,True,0.7,2.3
2042,2021-03-31,세종특별자치시 세종시,36.4956731,127.2447868,239,세종,1.17,True,0.8,2.6
2043,2021-03-31,인천 계양구,37.57233898,126.7323621,112,인천,14.16,True,1.9,4.5
2044,2021-03-31,인천 계양구,37.57119979,126.7076978,112,인천,12.7,True,1.9,4.5
2045,2021-03-31,충남 공주시,36.62867997,126.970754,177,홍성,25.46,True,1.1,3.3
2046,2021-03-31,충남 아산시,36.76982882,126.9275876,177,홍성,24.76,True,1.1,3.3
2047,2021-03-31,경기 안양시 동안구,37.39067105,126.9760934,119,수원,13.19,True,1.1,3.5
2048,2021-03-31,경기 안양시 만안구,37.40236289,126.9105717,119,수원,15.9,True,1.1,3.5
2049,2021-04-01,경북 고령군,35.70339734,128.2594897,285,합천,17.38,True,2.0,4.8
2050,2021-04-01,충남 예산군,36.60801265,126.791994,177,홍성,10.82,True,2.5,6.9
2051,2021-04-01,경북 경산시,35.91635447,128.8094874,281,영천,14.47,True,3.0,7.1
2052,2021-04-01,전남 영암군,34.828695,126.6416097,165,목포,23.78,True,2.6,5.1
2053,2021-04-01,전북 완주군,35.87344221,127.2463034,146,전주,12.18,True,2.6,5.3
2054,2021-04-01,경기 용인시 처인구,37.17984022,127.2344076,203,이천,24.02,True,2.1,5.1
2055,2021-04-01,서울 동작구,37.49696321,126.9511206,108,서울,8.38,True,3.5,6.7
2056,2021-04-01,경기 양주시,37.79945454,126.9772761,98,동두천,13.54,True,2.2,5.5
2057,2021-04-01,서울 용산구,37.53587532,126.9612297,108,서울,3.97,True,3.5,6.7
2058,2021-04-01,경기 오산시,37.12989924,127.090423,119,수원,18.37,True,3.4,6.6
2059,2021-04-01,서울 동작구,37.48774262,126.9790626,108,서울,9.38,True,3.5,6.7
2060,2021-04-01,경기 오산시,37.14703579,127.0761461,119,수원,16.09,True,3.4,6.6
2061,2021-04-01,부산 동래구,35.2100825,129.1046185,257,양산시,13.27,True,4.6,8.3
2062,2021-04-01,경기 고양시 덕양구,37.6429436,126.8509874,108,서울,12.87,True,3.5,6.7
2063,2021-04-01,부산 동구,35.13342401,129.0596249,159,부산,4.06,True,4.8,9.2
2064,2021-04-01,강원 춘천시,37.77158363,127.7652833,212,홍천,14.08,True,1.4,3.8
2065,2021-04-01,경기 용인시 기흥구,37.32320941,127.1078325,119,수원,12.23,True,3.4,6.6
2066,2021-04-01,대구 달서구,35.85621818,128.5664565,143,대구,5.73,True,5.2,8.9
2067,2021-04-01,충북 청주시 청원구,36.67301731,127.492897,131,청주,5.98,True,2.5,5.6
2068,2021-04-01,경기 여주시,37.28841816,127.6588357,203,이천,15.69,True,2.1,5.1
2069,2021-04-01,경기 안성시,37.01205486,127.2266631,232,천안,28.37,True,3.9,8.4
2070,2021-04-01,세종특별자치시 세종시,36.52003121,127.2410365,239,세종,3.88,True,3.4,6.0
2071,2021-04-02,광주 북구,35.16188216,126.9039933,156,광주,1.66,True,1.7,4.5
2072,2021-04-02,전남 신안군,34.9637262,126.1355432,165,목포,27.72,True,3.5,6.9
2073,2021-04-02,부산 기장군,35.27013206,129.1623059,257,양산시,13.56,True,4.4,7.3
2074,2021-04-02,인천 동구,37.48054286,126.6330966,112,인천,0.79,True,3.1,6.6
2075,2021-04-02,경기 오산시,37.161784,127.0758957,119,수원,14.68,True,3.0,6.3
2076,2021-04-02,부산 강서구,35.11667315,128.9071673,159,부산,11.43,True,3.2,6.3
2077,2021-04-02,충남 공주시,36.62843,126.9707818,177,홍성,25.46,True,1.2,4.1
2078,2021-04-02,충남 공주시,36.62756899,126.9703374,177,홍성,25.44,True,1.2,4.1
2079,2021-04-02,부산 해운대구,35.19919511,129.11609,159,부산,12.99,True,3.2,6.3
2080,2021-04-02,경북 김천시,36.12517939,128.20365,279,구미,10.52,True,1.0,2.2
2081,2021-04-02,경기 남양주시,37.59815046,127.2340624,108,서울,23.82,True,3.2,6.4
2082,2021-04-02,전남 담양군,35.3315856,126.9845369,254,순창군,13.79,True,2.0,3.6
2083,2021-04-02,전남 여수시,34.76155342,127.6474056,168,여수,8.87,True,6.3,11.0
2084,2021-04-02,대전 서구,36.30736473,127.3751961,133,대전,7.19,True,3.2,5.5
2085,2021-04-02,광주 광산구,35.22559396,126.7358131,156,광주,15.32,True,1.7,4.5
2086,2021-04-02,광주 광산구,35.22339978,126.7363132,156,광주,15.19,True,1.7,4.5
2087,2021-04-02,부산 강서구,35.08742604,128.8773376,159,부산,14.2,True,3.2,6.3
2088,2021-04-02,경기 화성시,37.16428244,127.0059858,119,수원,12.15,True,3.0,6.3
2089,2021-04-02,경기 안산시 단원구,37.34786793,126.821443,119,수원,16.75,True,3.0,6.3
2090,2021-04-02,경기 고양시 일산동구,37.69313167,126.8374873,108,서울,17.63,True,3.2,6.4
2091,2021-04-02,제주특별자치도 제주시,33.4960501,126.9017838,184,제주,34.56,True,4.6,7.9
2092,2021-04-02,서울 강북구,37.63753053,127.0131939,108,서울,8.46,True,3.2,6.4
2093,2021-04-02,경기 용인시 기흥구,37.2466358,127.1312769,119,수원,13.23,True,3.0,6.3
2094,2021-04-02,강원 원주시,37.34558359,127.9637767,114,원주,1.76,True,2.0,4.8
2095,2021-04-03,경기 화성시,37.07889894,126.7269319,119,수원,31.41,True,1.9,4.5
2096,2021-04-03,경기 안성시,37.00397376,127.2957122,232,천안,26.86,True,1.5,4.1
2097,2021-04-03,강원 횡성군,37.52753434,127.9958516,212,홍천,20.11,True,1.4,2.5
2098,2021-04-03,강원 횡성군,37.5281454,127.9970459,212,홍천,20.11,True,1.4,2.5
2099,2021-04-03,강원 횡성군,37.53011766,128.0120999,212,홍천,20.64,True,1.4,2.5
2100,2021-04-03,경기 안산시 상록구,37.28412618,126.8489699,119,수원,12.13,True,1.9,4.5
2101,2021-04-03,충남 당진시,36.97926856,126.5226489,129,서산(농),22.98,True,1.1,3.5
2102,2021-04-03,충북 음성군,36.91957619,127.7819177,127,충주,16.18,True,2.1,6.1
2103,2021-04-03,경북 김천시,36.13781471,128.0918824,135,추풍령,12.66,True,1.7,4.6
2104,2021-04-03,강원 삼척시,37.32993956,129.0426178,216,태백,18.36,True,1.6,3.7
2105,2021-04-03,충북 음성군,37.11135741,127.7195571,127,충주,25.94,True,2.1,6.1
2106,2021-04-03,충남 아산시,36.77885772,127.0520198,232,천안,21.52,True,1.5,4.1
2107,2021-04-03,부산 부산진구,35.17319659,129.0316819,159,부산,7.62,True,2.2,5.8
2108,2021-04-03,부산 동래구,35.19111252,129.1051468,159,부산,11.69,True,2.2,5.8
2109,2021-04-03,제주특별자치도 제주시,33.44402631,126.7747413,184,제주,24.03,True,4.1,7.7
2110,2021-04-03,충남 아산시,36.88317524,126.8721177,177,홍성,29.98,True,0.5,2.3
2111,2021-04-03,충남 예산군,36.64936554,126.6072607,177,홍성,7.23,True,0.5,2.3
2112,2021-04-03,인천 남동구,37.40983109,126.7365884,112,인천,12.42,True,3.1,6.0
2113,2021-04-03,강원 원주시,37.33780589,127.9176703,114,원주,2.56,True,2.0,4.0
2114,2021-04-03,대구 달서구,35.85163487,128.5388481,143,대구,8.13,True,2.3,5.0
2115,2021-04-03,인천 서구,37.52245507,126.670314,112,인천,6.39,True,3.1,6.0
2116,2021-04-03,인천 중구,37.434989,126.4148414,112,인천,19.14,True,3.1,6.0
2117,2021-04-03,경남 김해시,35.18521913,128.8262008,253,김해시,7.68,True,1.4,3.5
2118,2021-04-03,인천 남동구,37.43196753,126.7502809,112,인천,12.18,True,3.1,6.0
2119,2021-04-03,광주 광산구,35.16285271,126.8124186,156,광주,7.28,True,2.5,5.3
2120,2021-04-03,경북 경주시,35.82378786,129.1120449,283,경주시,8.04,True,2.2,6.2
2121,2021-04-03,경기 파주시,37.80553307,126.7526035,99,파주,9.02,True,2.4,4.6
2122,2021-04-03,경기 평택시,37.11442868,127.0788135,119,수원,19.41,True,1.9,4.5
2123,2021-04-04,울산 북구,35.63070394,129.3382237,152,울산,5.38,True,3.2,4.8
2124,2021-04-04,충북 제천시,37.14988995,128.2236186,221,제천,2.8,True,2.3,4.6
2125,2021-04-04,경기 용인시 수지구,37.3351527,127.124525,119,수원,14.16,True,2.2,3.9
2126,2021-04-04,전북 익산시,36.07519223,127.0409566,236,부여,24.44,True,1.2,2.8
2127,2021-04-04,경기 가평군,37.74008096,127.4166793,202,양평,28.79,True,2.3,5.3
2128,2021-04-04,경기 수원시 권선구,37.24727255,127.0167046,119,수원,3.93,True,2.2,3.9
2129,2021-04-04,충북 단양군,37.06987659,128.4736247,121,영월,12.47,True,2.8,6.0
2130,2021-04-04,경기 용인시 처인구,37.33984746,127.1729646,119,수원,18.22,True,2.2,3.9
2131,2021-04-04,충북 단양군,37.02104539,128.2759229,221,제천,16.99,True,2.3,4.6
2132,2021-04-04,제주특별자치도 제주시,33.51801372,126.5283736,184,제주,0.45,True,4.0,6.9
2133,2021-04-04,인천 남동구,37.45227003,126.7175613,112,인천,8.65,True,4.4,6.6
2134,2021-04-04,경기 파주시,37.84828012,126.8786732,99,파주,10.7,True,2.7,5.2
2135,2021-04-04,경기 이천시,37.2097833,127.3588947,203,이천,12.63,True,1.9,3.4
2136,2021-04-04,부산 사상구,35.15500374,129.0022407,159,부산,6.21,True,3.9,6.3
2137,2021-04-04,경기 화성시,37.20772259,127.0604793,119,수원,9.79,True,2.2,3.9
2138,2021-04-04,경기 안산시 단원구,37.34642355,126.8153603,119,수원,17.14,True,2.2,3.9
2139,2021-04-04,서울 구로구,37.48899062,126.8767114,108,서울,12.07,True,3.2,5.2
2140,2021-04-05,충남 홍성군,36.6130383,126.7051134,177,홍성,5.19,True,1.5,3.8
2141,2021-04-05,경기 화성시,37.25374098,126.8485819,119,수원,12.27,True,1.9,5.6
2142,2021-04-05,서울 광진구,37.53071126,127.0708858,108,서울,10.31,True,2.4,5.3
2143,2021-04-05,경북 경주시,35.85311973,129.2177286,283,경주시,4.25,True,3.5,7.5
2144,2021-04-05,경기 여주시,37.26344708,127.5562352,203,이천,6.38,True,0.9,2.1
2145,2021-04-05,서울 양천구,37.52376417,126.8771549,108,서울,9.44,True,2.4,5.3
2146,2021-04-05,서울 강남구,37.50765774,127.0280295,108,서울,8.96,True,2.4,5.3
2147,2021-04-05,전북 전주시 덕진구,35.84955296,127.0623216,146,전주,5.04,True,1.7,4.6
2148,2021-04-05,충북 청주시 청원구,36.72506607,127.4641205,131,청주,9.77,True,1.6,4.3
2149,2021-04-05,서울 강동구,37.55037728,127.1670425,108,서울,17.89,True,2.4,5.3
2150,2021-04-05,충남 아산시,36.8199621,126.9528616,177,홍성,29.74,True,1.5,3.8
2151,2021-04-05,충남 당진시,36.8025178,126.8417895,177,홍성,21.17,True,1.5,3.8
2152,2021-04-05,서울 성북구,37.60247977,127.0420532,108,서울,7.56,True,2.4,5.3
2153,2021-04-05,대전 서구,36.36283063,127.394165,133,대전,2.22,True,1.4,4.1
2154,2021-04-05,경기 양주시,37.77815104,126.9470852,98,동두천,17.0,True,1.4,5.9
2155,2021-04-05,충남 아산시,36.74888896,127.0431882,232,천안,22.28,True,1.3,4.2
2156,2021-04-05,경기 하남시,37.54371217,127.2077332,108,서울,21.55,True,2.4,5.3
2157,2021-04-05,서울 강남구,37.4923829,127.0874964,108,서울,13.87,True,2.4,5.3
2158,2021-04-05,서울 노원구,37.67383241,127.0550777,108,서울,13.84,True,2.4,5.3
2159,2021-04-05,경남 창원시 진해구,35.09947901,128.8142042,253,김해시,16.08,True,1.4,2.7
2160,2021-04-05,서울 종로구,37.59256293,126.9654776,108,서울,2.35,True,2.4,5.3
2161,2021-04-06,충북 충주시,37.07222872,128.0134188,127,충주,12.54,True,1.4,5.1
2162,2021-04-06,인천 부평구,37.50515231,126.7088385,112,인천,8.01,True,2.4,5.4
2163,2021-04-06,충남 당진시,36.95319259,126.7622375,129,서산(농),30.98,True,1.9,5.8
2164,2021-04-06,제주특별자치도 서귀포시,33.26304205,126.4446649,189,서귀포,11.37,True,1.5,3.5
2165,2021-04-06,서울 관악구,37.48638106,126.9449271,108,서울,9.63,True,2.5,5.4
2166,2021-04-06,대전 동구,36.30261675,127.4560774,133,대전,10.78,True,1.7,5.1
2167,2021-04-06,부산 연제구,35.1848626,129.0702058,159,부산,9.57,True,3.0,7.5
2168,2021-04-06,경남 김해시,35.27654288,128.8903034,253,김해시,5.2,True,2.0,4.8
2169,2021-04-06,충남 당진시,36.99948912,126.5680606,129,서산(농),25.91,True,1.9,5.8
2170,2021-04-06,충남 당진시,36.99896141,126.5682273,129,서산(농),25.86,True,1.9,5.8
2171,2021-04-06,충남 당진시,36.99582283,126.5643666,129,서산(농),25.44,True,1.9,5.8
2172,2021-04-06,서울 노원구,37.62764408,127.0810209,108,서울,11.92,True,2.5,5.4
2173,2021-04-06,충북 괴산군,36.87788548,127.7117312,127,충주,23.75,True,1.4,5.1
2174,2021-04-06,경기 광주시,37.47133442,127.3346951,202,양평,14.23,True,1.8,5.5
2175,2021-04-06,서울 노원구,37.62742187,127.0806598,108,서울,11.88,True,2.5,5.4
2176,2021-04-06,경기 용인시 수지구,37.33456942,127.1233029,119,수원,14.03,True,2.1,5.4
2177,2021-04-06,경기 화성시,37.13306175,126.8800267,119,수원,18.07,True,2.1,5.4
2178,2021-04-06,경남 창원시 진해구,35.14477732,128.7112404,255,북창원,9.75,True,1.7,4.3
2179,2021-04-06,경기 하남시,37.56115455,127.2111768,108,서울,21.66,True,2.5,5.4
2180,2021-04-06,경남 양산시,35.44505421,129.074587,257,양산시,16.08,True,1.7,4.9
2181,2021-04-07,충남 당진시,36.90183539,126.6306405,129,서산(농),18.62,True,1.3,4.9
2182,2021-04-07,경기 용인시 수지구,37.32168155,127.0931396,119,수원,11.01,True,1.9,5.5
2183,2021-04-07,서울 동작구,37.48910353,126.9771461,108,서울,9.21,True,2.5,6.2
2184,2021-04-07,세종특별자치시 세종시,36.5572496,127.2776986,239,세종,8.55,True,1.7,5.8
2185,2021-04-07,경기 시흥시,37.34317341,126.7854467,119,수원,19.35,True,1.9,5.5
2186,2021-04-07,경기 양주시,37.78023424,126.9536678,98,동두천,16.47,True,1.9,7.3
2187,2021-04-07,인천 부평구,37.52101218,126.7474454,112,인천,11.83,True,2.9,5.9
2188,2021-04-07,충남 천안시 서북구,36.88781743,127.0891799,232,천안,22.86,True,1.3,4.2
2189,2021-04-07,강원 원주시,37.33525091,127.9321412,114,원주,1.3,True,1.5,4.3
2190,2021-04-07,경기 평택시,37.02418726,126.9466343,119,수원,27.8,True,1.9,5.5
2191,2021-04-07,서울 서초구,37.45774767,127.0567503,108,서울,14.97,True,2.5,6.2
2192,2021-04-07,서울 동작구,37.51135022,126.9442876,108,서울,6.94,True,2.5,6.2
2193,2021-04-07,제주특별자치도 서귀포시,33.29145356,126.3274807,185,고산,15.31,True,5.7,8.4
2194,2021-04-07,충남 당진시,36.9339729,126.7734592,129,서산(농),30.45,True,1.3,4.9
2195,2021-04-07,제주특별자치도 서귀포시,33.43655733,126.9209779,184,제주,37.3,True,2.0,3.9
2196,2021-04-08,인천 연수구,37.38799899,126.6560691,112,인천,10.35,True,4.1,7.7
2197,2021-04-08,경기 성남시 분당구,37.36934318,127.1348286,119,수원,17.07,True,2.3,6.3
2198,2021-04-08,경기 가평군,37.67111848,127.4882299,202,양평,20.3,True,1.7,4.3
2199,2021-04-08,경기 평택시,37.03171458,126.9721039,119,수원,26.78,True,2.3,6.3
2200,2021-04-08,충남 천안시 동남구,36.76927812,127.1963117,232,천안,8.62,True,1.6,4.4
2201,2021-04-08,충남 아산시,36.80277084,127.0150227,232,천안,25.13,True,1.6,4.4
2202,2021-04-08,경북 울진군,36.99887493,129.377346,130,울진,3.25,True,3.2,6.5
2203,2021-04-08,경기 수원시 권선구,37.24993798,126.9658762,119,수원,3.02,True,2.3,6.3
2204,2021-04-08,충남 아산시,36.82010098,126.9534171,177,홍성,29.78,True,2.2,4.7
2205,2021-04-08,충남 당진시,36.80890553,126.8197636,177,홍성,20.53,True,2.2,4.7
2206,2021-04-08,인천 서구,37.58978031,126.6771448,112,인천,13.29,True,4.1,7.7
2207,2021-04-08,경북 구미시,36.20744972,128.3322188,279,구미,8.61,True,1.2,2.9
